c instance by G2
c solution = 0000010111001110011101111101111010001010111010111001111111000101111011110011000101100011110100001001
c Known solution cost is 3165 
p cnf 100 850
w 77 44 38 29 73 15 4 69 43 39 15 3 63 97 15 1 17 84 56 55 56 82 26 76 35 93 44 100 68 86 60 44 30 97 73 54 63 28 74 58 19 41 60 81 89 75 33 5 10 88 12 65 69 37 92 55 81 36 54 100 21 13 43 2 62 67 8 24 47 81 81 65 73 93 97 62 19 29 66 28 16 29 92 37 65 35 91 45 22 97 44 43 61 39 96 22 57 3 98 55
-72 -5 -80 0
85 47 -92 0
78 2 -81 0
52 -2 -12 0
5 92 -8 0
-37 -69 -61 0
42 -60 -36 0
72 66 99 0
41 -74 -64 0
100 -23 -25 0
-96 -67 35 0
-17 69 -70 0
84 65 -10 0
-85 -26 -84 0
65 -69 84 0
-14 28 -45 0
-99 26 -11 0
47 44 -68 0
71 -74 -78 0
39 96 -22 0
65 11 -24 0
-5 57 -70 0
-34 94 79 0
47 -96 27 0
18 -79 21 0
97 -78 -68 0
-87 -81 7 0
44 -79 93 0
-49 9 -94 0
66 37 2 0
40 -20 58 0
10 -27 -54 0
-93 -60 -26 0
95 -98 -40 0
-27 -43 -61 0
-73 -98 65 0
94 57 -28 0
-72 42 38 0
84 -69 92 0
31 -24 -62 0
-97 83 46 0
9 -80 -50 0
80 -57 38 0
74 -32 13 0
62 -17 77 0
-63 -32 -21 0
56 -54 91 0
-47 -4 -49 0
75 -12 13 0
-85 -73 -98 0
-2 -54 65 0
-40 -32 -84 0
99 83 62 0
2 -84 -79 0
45 62 -18 0
-21 3 4 0
-1 38 9 0
24 -83 85 0
-28 -35 -4 0
76 -15 -29 0
17 16 -94 0
-51 100 -15 0
63 -30 -68 0
-38 -66 -74 0
76 36 -94 0
-59 -8 21 0
-21 -15 38 0
-85 78 -98 0
-81 -52 -15 0
56 -37 -58 0
8 -2 -50 0
-77 41 63 0
-46 -23 49 0
-78 97 -4 0
45 -28 32 0
79 25 -18 0
17 -61 -38 0
100 20 -92 0
-76 -39 -61 0
72 -16 -37 0
61 32 26 0
28 93 84 0
51 -22 52 0
50 13 18 0
-21 -12 -29 0
-65 98 89 0
-45 -20 87 0
-21 -75 17 0
-30 -91 -24 0
-76 97 -78 0
74 8 61 0
-52 -46 95 0
86 47 -100 0
-67 -58 -36 0
-54 -79 -20 0
21 -99 30 0
-34 53 23 0
81 92 82 0
-13 -10 19 0
7 -74 -69 0
-82 -73 96 0
32 67 55 0
67 32 -86 0
30 -39 -3 0
86 39 43 0
79 31 -71 0
5 15 70 0
-79 100 99 0
38 93 -44 0
-28 -60 -8 0
6 -23 38 0
-18 19 -54 0
82 -32 3 0
48 -23 -74 0
-39 93 45 0
-70 -78 -5 0
-71 -26 41 0
79 86 71 0
98 -77 84 0
-89 16 45 0
-50 96 8 0
-63 -56 -70 0
-40 46 6 0
56 7 62 0
-9 37 76 0
100 -57 73 0
-3 35 -75 0
88 87 -63 0
18 -79 9 0
-56 -80 8 0
83 -37 95 0
-100 -6 -63 0
-77 -62 71 0
-16 -75 46 0
67 -25 -91 0
9 -23 -18 0
-83 -25 -4 0
-94 -92 -89 0
3 52 45 0
-31 -81 -70 0
56 -28 63 0
-99 59 -68 0
-59 39 48 0
56 -46 48 0
-14 66 -63 0
15 -42 88 0
-98 -20 77 0
-16 7 -98 0
35 -71 -7 0
38 -50 54 0
-68 54 -69 0
62 56 91 0
-40 -92 -10 0
6 74 73 0
99 -38 -16 0
-38 81 27 0
-32 98 50 0
4 49 1 0
-50 -40 86 0
78 -18 20 0
28 -43 73 0
-54 -33 -40 0
69 -95 9 0
91 -8 89 0
85 -3 -76 0
-74 -94 77 0
-19 18 -44 0
-92 97 23 0
86 35 25 0
81 71 -52 0
96 58 -50 0
-39 15 86 0
-14 -32 51 0
70 -4 88 0
-94 -54 34 0
6 -29 -3 0
-89 -29 9 0
50 -44 -77 0
-51 -67 -21 0
86 42 84 0
-36 73 38 0
52 -16 -93 0
71 -50 18 0
98 -36 -35 0
-49 -48 58 0
-60 -53 56 0
61 36 -32 0
-62 71 -15 0
15 -40 -29 0
-95 -76 4 0
76 -38 -44 0
-29 18 89 0
-16 -7 -39 0
38 57 -72 0
-2 91 94 0
93 -65 97 0
-18 24 76 0
-4 -43 61 0
33 -2 26 0
20 41 77 0
36 -25 52 0
-17 -97 47 0
-86 -84 -25 0
-24 62 -22 0
90 -73 82 0
98 58 -24 0
62 -17 39 0
-85 41 87 0
87 27 -42 0
85 -27 -1 0
-6 -41 -73 0
38 47 -91 0
-8 18 86 0
-72 37 -89 0
41 -67 -57 0
-39 42 34 0
80 52 -34 0
42 41 -26 0
94 -53 -1 0
39 -25 84 0
-93 20 99 0
-17 -2 -14 0
47 -12 87 0
43 32 19 0
7 -28 -5 0
79 91 64 0
50 14 100 0
-65 68 -94 0
83 -30 49 0
-59 -99 77 0
-89 -27 16 0
-23 6 -44 0
-44 -45 -77 0
6 -22 65 0
91 -48 64 0
-93 -43 62 0
-87 83 15 0
90 -4 83 0
89 51 -87 0
-36 16 -96 0
92 98 65 0
44 29 84 0
82 -56 68 0
