c instance by G2
c solution = 0000010111001110011101111101111010001010111010111001111111000101111011110011000101100011110100001001
c Known solution cost is 2731 
p cnf 100 400
w 60 80 42 71 51 48 48 11 29 94 30 22 89 98 59 74 29 94 41 77 48 24 91 62 18 22 31 55 25 37 25 85 17 18 55 19 66 54 29 46 47 58 68 88 8 78 13 36 23 53 12 70 76 3 84 46 76 14 52 100 51 77 84 19 46 90 37 11 96 18 9 42 75 28 81 34 57 94 22 79 98 85 1 26 87 84 23 14 49 74 14 51 2 49 69 48 39 58 10 34
-5 4 -43 0
93 89 95 0
-57 99 23 0
-48 -65 80 0
90 -19 -40 0
18 -12 79 0
30 -39 -3 0
70 43 4 0
-12 -17 24 0
-14 -32 51 0
-56 -41 92 0
89 -54 93 0
-92 -74 -39 0
74 2 88 0
98 -24 10 0
62 48 100 0
-89 -76 -99 0
-64 84 -61 0
-4 36 -61 0
-70 85 14 0
-50 78 18 0
74 36 -7 0
-82 47 -58 0
-91 17 -86 0
-40 89 56 0
86 -94 -31 0
-13 -60 -83 0
47 29 10 0
-62 20 35 0
-78 -56 95 0
-27 -43 -61 0
62 71 10 0
99 -15 -11 0
-100 -6 -63 0
100 -57 73 0
-88 59 42 0
-25 -1 -49 0
43 7 62 0
-85 36 -22 0
75 -12 13 0
38 55 -40 0
-48 19 -29 0
-2 -67 44 0
40 -20 58 0
46 -98 72 0
-31 93 92 0
11 62 -75 0
48 17 -22 0
61 -93 -25 0
-85 -52 55 0
36 71 -4 0
-53 -27 -23 0
-14 -36 63 0
-45 -20 87 0
8 -2 -50 0
83 80 -79 0
29 -18 -99 0
7 33 86 0
72 -95 11 0
71 -50 18 0
-21 -15 38 0
-48 -65 71 0
-18 -14 13 0
7 -57 -68 0
-33 -40 -53 0
66 -52 65 0
23 -28 32 0
-54 -71 -51 0
-36 44 -8 0
-41 48 66 0
30 64 -2 0
96 34 62 0
-62 71 -15 0
52 42 69 0
-79 100 99 0
46 92 -9 0
-65 68 -94 0
-88 74 -68 0
45 -76 70 0
34 49 -78 0
-80 100 50 0
95 19 -43 0
95 -98 -40 0
81 -91 -9 0
-34 76 4 0
73 15 1 0
-28 -81 -14 0
32 67 55 0
10 30 -83 0
-76 -27 65 0
-3 31 38 0
-17 -8 -43 0
49 -16 -56 0
-20 52 -28 0
-17 -30 -4 0
-37 55 -15 0
-61 -85 68 0
91 47 -64 0
70 -72 -48 0
79 -49 -98 0
-41 -46 79 0
-11 -99 14 0
-14 -92 83 0
-88 -44 -16 0
-54 41 -65 0
95 45 77 0
45 -28 32 0
-66 -5 -9 0
4 38 49 0
-23 6 -44 0
-33 -16 -100 0
96 -71 67 0
40 -50 13 0
-7 97 -2 0
-16 -77 56 0
-41 -98 -39 0
-28 -38 -79 0
41 52 35 0
-67 42 10 0
-75 2 -34 0
28 7 44 0
-60 19 -37 0
88 87 -63 0
86 47 -100 0
60 67 49 0
20 27 -3 0
47 -96 27 0
-20 97 81 0
-49 9 -94 0
-68 2 75 0
-40 -31 2 0
-52 -7 -49 0
23 36 -71 0
5 53 -83 0
86 -24 33 0
49 -85 21 0
-98 -10 12 0
-81 -60 41 0
-31 -37 -12 0
64 -77 -95 0
-13 75 -59 0
58 -25 -33 0
60 -12 -22 0
16 6 50 0
-7 66 -11 0
98 -36 -35 0
-28 17 -7 0
-30 -45 -38 0
6 -71 16 0
-26 75 -92 0
-92 50 9 0
20 41 77 0
82 -48 35 0
-80 -89 45 0
51 94 -32 0
-91 -6 15 0
27 66 -45 0
-9 -28 54 0
84 65 -10 0
-30 29 -54 0
-56 26 94 0
-26 57 84 0
76 44 -91 0
55 31 -81 0
-75 42 -11 0
-29 18 89 0
-72 43 -66 0
21 14 27 0
53 74 19 0
40 -57 19 0
-76 61 -36 0
-5 -48 12 0
-72 -5 -80 0
-59 39 48 0
70 47 -44 0
-61 -13 -66 0
32 56 70 0
47 -65 46 0
-22 53 -49 0
83 -92 38 0
39 -49 79 0
-98 -48 -8 0
46 -84 -18 0
20 74 90 0
8 -51 3 0
97 -68 41 0
52 -2 -12 0
90 78 59 0
-51 -49 39 0
-54 11 -74 0
62 64 -49 0
87 27 -42 0
-14 -96 11 0
19 29 40 0
36 86 6 0
75 -57 1 0
15 -42 88 0
-77 50 -20 0
-100 -81 -73 0
-94 -54 34 0
17 10 40 0
33 53 -92 0
87 45 -48 0
-28 43 -65 0
-19 -90 24 0
-66 -63 39 0
63 -81 7 0
-92 -77 -8 0
-9 67 -23 0
74 8 61 0
-46 -23 49 0
13 -15 -12 0
49 82 -55 0
100 -23 -25 0
83 -30 49 0
15 39 -16 0
-62 -7 88 0
-98 24 -31 0
-51 100 -15 0
13 85 -56 0
-59 -99 77 0
17 -61 -38 0
28 -43 73 0
29 -45 99 0
60 -49 22 0
-2 91 94 0
45 44 -18 0
80 62 71 0
90 16 -28 0
47 44 -68 0
-77 -62 71 0
21 72 -59 0
47 -12 87 0
-8 18 86 0
8 60 2 0
-19 -65 39 0
42 -31 -27 0
7 -28 -5 0
92 98 65 0
-6 72 -75 0
85 43 -24 0
56 7 62 0
-18 24 76 0
85 47 -92 0
-85 17 -91 0
86 54 3 0
6 99 -26 0
48 -32 -31 0
90 -4 83 0
74 -32 13 0
-25 58 50 0
-87 86 65 0
86 11 20 0
-43 -98 100 0
74 2 43 0
-84 -87 74 0
12 -43 45 0
67 -25 -91 0
-28 -35 -4 0
-35 -36 92 0
-55 100 -80 0
-1 38 9 0
67 32 -86 0
-96 44 61 0
34 -14 49 0
35 74 24 0
-71 -25 -73 0
67 78 -56 0
-50 -31 -55 0
73 -35 -65 0
-91 84 17 0
-64 31 51 0
5 44 -78 0
-84 63 -38 0
85 -91 16 0
76 40 5 0
17 1 22 0
85 50 -86 0
-24 -18 30 0
84 -44 3 0
44 22 58 0
78 -12 -81 0
-68 -72 -14 0
-47 -14 -21 0
-95 42 37 0
-45 30 -66 0
5 43 28 0
-21 -12 -29 0
-15 63 56 0
84 -69 92 0
21 24 -2 0
-87 83 15 0
-36 16 -96 0
21 -99 30 0
-67 39 -31 0
-66 -84 54 0
-22 -51 94 0
88 -68 97 0
-90 -21 -53 0
90 -85 9 0
43 32 19 0
-7 -41 -71 0
-26 -78 -25 0
69 -62 -74 0
71 21 85 0
24 -35 -8 0
7 78 -79 0
13 46 -48 0
94 -53 -1 0
-61 70 99 0
-31 -81 -70 0
80 52 -34 0
-8 38 -3 0
-12 -13 -20 0
40 69 46 0
86 35 25 0
35 88 63 0
-82 -39 64 0
-32 21 -52 0
4 -55 -2 0
81 92 82 0
-3 35 -75 0
-90 -94 67 0
-52 -46 95 0
7 25 -20 0
78 93 64 0
-97 19 -64 0
77 28 76 0
42 -60 -36 0
-18 -58 57 0
11 -96 -61 0
18 34 -43 0
-91 -24 -76 0
-50 -30 39 0
5 -31 37 0
-98 -20 77 0
33 -2 26 0
-18 26 -65 0
-84 -41 8 0
54 70 88 0
-29 -44 -18 0
9 89 68 0
