c instance by G2
c solution = 0000010111001110011101111101111010001010111010111001111111000101111011110011000101100011110100001001
c Known solution cost is 2841 
p cnf 100 150
w 97 17 7 24 44 82 61 47 16 58 23 35 30 88 60 63 30 59 27 99 57 77 46 81 45 60 41 41 10 56 4 7 24 62 82 67 43 42 66 10 52 88 97 81 28 56 95 57 67 22 55 23 50 52 55 46 11 95 86 20 2 41 78 77 2 11 96 96 5 61 5 56 100 1 88 27 9 82 83 75 55 89 49 4 40 55 49 2 1 86 74 54 26 3 30 79 14 25 26 18
-73 85 -97 0
-92 11 -38 0
-95 78 -6 0
-54 55 -8 0
-87 64 -8 0
-44 60 61 0
83 -30 49 0
45 -28 32 0
4 20 -18 0
-49 -79 -43 0
16 6 50 0
86 47 -100 0
29 -83 40 0
41 52 35 0
-68 2 75 0
-87 26 -49 0
16 99 -96 0
-5 4 -43 0
-57 99 23 0
-59 39 48 0
92 -29 -71 0
-10 -16 -30 0
-49 83 98 0
-26 -11 44 0
63 -81 7 0
-35 27 -80 0
54 -45 -29 0
-54 -72 24 0
25 -33 96 0
-41 48 66 0
14 46 51 0
-2 91 94 0
90 -85 9 0
-83 93 -17 0
-19 -90 24 0
62 71 10 0
-54 -47 89 0
-43 -50 -47 0
11 -88 -12 0
67 17 -53 0
-97 19 -64 0
-90 28 -19 0
-18 7 -5 0
-61 70 99 0
-13 22 -75 0
-2 -19 -49 0
-48 -59 -100 0
-45 -55 -63 0
11 -43 49 0
55 31 -81 0
74 8 61 0
45 59 68 0
-65 -49 87 0
86 -94 -31 0
91 -47 66 0
-93 98 2 0
16 -27 -56 0
-61 -19 36 0
-83 -14 -74 0
-30 75 -39 0
-84 63 -38 0
-62 -49 -1 0
-15 100 -58 0
81 82 79 0
-92 -74 -39 0
91 -99 -6 0
18 44 21 0
99 -14 -40 0
88 87 -63 0
-91 -92 -48 0
-4 36 -61 0
-76 -51 27 0
6 -71 16 0
-85 36 -22 0
61 58 -62 0
-49 9 -94 0
-67 39 -31 0
-66 -84 54 0
6 -13 -97 0
-14 -92 83 0
-52 50 -36 0
56 -33 3 0
-7 -48 -42 0
70 -42 7 0
-99 -74 -30 0
50 -67 30 0
3 76 73 0
-43 60 -94 0
42 -41 -18 0
31 -55 79 0
-72 69 95 0
-18 65 86 0
32 94 80 0
-65 -23 39 0
23 59 -90 0
-100 -81 -73 0
67 32 -86 0
88 -87 94 0
-3 -15 -87 0
85 -26 37 0
-14 -67 -21 0
-32 -25 -18 0
95 -34 -19 0
-57 53 -19 0
78 -81 2 0
28 -43 73 0
-19 -22 -84 0
-62 41 -71 0
34 -60 -49 0
46 97 2 0
68 96 33 0
-68 -54 61 0
60 -72 -78 0
8 -66 -13 0
52 94 40 0
9 -87 12 0
15 44 32 0
60 86 -94 0
62 -17 77 0
100 -57 73 0
48 -71 -26 0
100 -23 -25 0
46 13 98 0
-21 -15 38 0
95 -98 -40 0
1 8 77 0
80 62 71 0
-72 43 -66 0
-46 12 95 0
-28 19 35 0
62 -64 96 0
-6 10 99 0
40 -85 -28 0
46 90 95 0
45 -76 70 0
27 57 -43 0
53 74 19 0
43 -49 -75 0
-15 63 56 0
98 -77 -65 0
-75 42 -11 0
-86 46 7 0
-29 -75 -4 0
-72 -98 -88 0
-64 -92 25 0
-97 78 71 0
-14 -32 51 0
86 47 -75 0
72 61 -100 0
83 80 -79 0
