c instance by G2
c solution = 0000010111001110011101111101111010001010111010111001111111000101111011110011000101100011110100001001
c Known solution cost is 2721 
p cnf 100 800
w 9 52 96 96 26 19 45 36 72 41 85 6 18 11 61 12 96 44 87 10 39 54 93 32 56 35 24 44 34 90 64 42 41 59 37 67 29 33 54 100 74 39 57 43 1 17 7 96 13 45 57 51 99 1 82 6 36 5 49 69 94 64 62 87 74 98 5 54 83 58 53 8 48 62 2 48 78 8 44 90 53 100 40 3 1 73 8 88 78 8 56 23 23 17 61 48 66 65 1 48
26 -88 63 0
-44 7 63 0
-80 54 -97 0
-65 68 -94 0
2 30 98 0
64 27 87 0
-14 -32 51 0
65 84 3 0
45 85 -53 0
-81 -25 -31 0
-17 -97 47 0
-91 -26 21 0
4 -55 -2 0
47 -37 -87 0
-4 -43 61 0
97 51 57 0
69 -9 -37 0
-18 26 -61 0
-13 75 -59 0
78 -12 -81 0
19 -90 11 0
-43 -7 77 0
-28 -35 -4 0
60 86 -94 0
-19 18 -44 0
52 -42 37 0
78 -77 74 0
35 88 63 0
76 -15 -29 0
70 73 6 0
-72 37 -89 0
11 -96 -61 0
87 45 -48 0
-61 -28 -52 0
4 -32 77 0
-48 51 -59 0
-14 60 88 0
24 -14 -75 0
76 36 -94 0
65 -69 84 0
10 30 -83 0
-29 18 89 0
-68 -27 83 0
83 59 85 0
-28 95 22 0
6 99 -26 0
100 -57 73 0
61 14 98 0
-69 48 19 0
72 -16 -37 0
-46 -74 -56 0
-25 -19 66 0
-92 -74 -39 0
-68 -15 -95 0
85 47 -92 0
15 -42 88 0
56 1 -27 0
20 74 90 0
94 34 -21 0
62 64 -49 0
21 -99 30 0
-50 -30 39 0
23 -58 17 0
1 8 77 0
99 83 62 0
-26 84 25 0
95 45 77 0
60 -49 22 0
80 15 51 0
-39 -28 -84 0
97 -68 41 0
96 34 62 0
-85 -52 55 0
-98 24 -31 0
-55 -67 88 0
-97 40 -3 0
90 -19 -40 0
38 57 -72 0
-67 26 -24 0
29 -18 -99 0
-16 35 -22 0
56 -46 48 0
-50 78 18 0
-95 42 37 0
33 -2 26 0
21 14 27 0
77 -19 83 0
77 28 76 0
79 31 -71 0
22 -7 82 0
-24 29 -46 0
-43 -53 -63 0
-77 -62 71 0
98 62 -80 0
61 -54 39 0
-31 -81 -70 0
63 -81 7 0
89 -54 93 0
-7 40 90 0
-46 -23 49 0
-66 -5 -9 0
-13 -93 35 0
-75 -42 14 0
58 54 12 0
70 -4 88 0
11 20 81 0
98 -36 -35 0
3 52 45 0
48 -23 -74 0
5 92 -8 0
-89 56 -47 0
-4 -83 96 0
-40 46 6 0
-40 89 56 0
67 50 -42 0
-39 -11 8 0
-54 -33 -40 0
45 62 -18 0
89 -7 54 0
15 39 -16 0
21 24 -2 0
70 43 4 0
-16 -77 56 0
75 -12 13 0
42 -99 92 0
65 17 -63 0
48 -61 85 0
-86 -84 -25 0
-27 -43 -61 0
91 -48 64 0
-14 -36 63 0
45 44 -18 0
64 -77 -95 0
10 -48 -61 0
-62 93 -34 0
85 36 57 0
10 -2 49 0
-55 -53 -59 0
-6 80 -39 0
60 33 -61 0
-62 -7 88 0
66 37 2 0
-52 71 80 0
90 -32 62 0
-7 -41 -71 0
-44 -45 -77 0
-18 94 -79 0
17 -66 28 0
-15 63 56 0
34 -71 90 0
-85 -13 67 0
98 -24 10 0
86 35 25 0
37 79 -22 0
11 55 81 0
-52 -8 29 0
-95 -82 17 0
