c instance by G2
c solution = 0000010111001110011101111101111010001010111010111001111111000101111011110011000101100011110100001001
c Known solution cost is 3224 
p cnf 100 350
w 22 14 42 11 96 20 22 81 4 91 48 8 47 89 76 63 1 80 88 50 34 72 11 42 82 38 70 65 67 98 60 89 12 2 51 59 21 72 92 76 63 39 83 61 79 10 23 32 90 10 81 23 34 91 17 15 81 38 80 47 36 91 35 99 44 38 57 16 61 48 92 23 39 74 35 69 84 58 100 73 19 81 47 52 23 15 67 3 53 98 50 40 40 36 38 84 25 46 99 86
-55 100 -80 0
-88 -44 -16 0
19 29 40 0
-98 -10 12 0
60 -52 41 0
90 -85 9 0
-18 81 -4 0
45 44 -18 0
-16 74 -58 0
44 51 90 0
40 -24 -98 0
-53 12 -38 0
6 99 -26 0
85 43 -24 0
-10 8 1 0
62 71 10 0
20 41 77 0
-61 -85 68 0
-92 -74 -39 0
-56 26 94 0
12 -10 -21 0
-72 11 39 0
-64 -54 -73 0
64 27 87 0
40 -20 58 0
76 96 91 0
33 53 -92 0
53 74 19 0
-99 11 60 0
58 91 -48 0
79 -49 -98 0
6 -71 16 0
5 92 34 0
-30 29 -54 0
49 91 34 0
-29 18 89 0
64 -77 -95 0
-87 -81 7 0
47 -96 27 0
44 22 58 0
-71 6 -15 0
-48 -65 71 0
7 -28 -5 0
40 24 -89 0
-24 -45 75 0
85 47 -92 0
45 -76 70 0
-50 40 4 0
93 -65 97 0
-59 -99 77 0
-61 70 99 0
37 40 5 0
16 6 50 0
21 74 -77 0
35 88 63 0
23 -67 1 0
-6 -41 -73 0
37 56 7 0
72 11 -39 0
4 -55 -2 0
8 -2 -50 0
-99 -74 -30 0
42 -84 -79 0
49 82 -55 0
-13 75 -59 0
-4 36 -61 0
7 78 -79 0
81 92 82 0
80 52 -34 0
36 71 -4 0
21 24 -2 0
-43 -87 -11 0
88 44 -25 0
-15 63 56 0
-19 -65 39 0
-5 4 -43 0
-18 -58 57 0
74 8 61 0
-50 -30 39 0
-31 -81 -70 0
-14 -32 51 0
-49 95 89 0
1 8 77 0
-21 -12 -29 0
-2 72 88 0
56 7 62 0
20 74 90 0
44 -53 -85 0
25 -33 96 0
78 -28 -94 0
-52 42 7 0
14 -82 11 0
79 25 -18 0
69 95 86 0
80 62 71 0
-33 -16 -100 0
96 -81 -71 0
-8 18 86 0
-3 31 38 0
83 80 -79 0
62 64 -49 0
75 -57 1 0
38 55 -40 0
-87 -63 27 0
-91 -6 15 0
-90 -21 -53 0
-27 -43 -61 0
-7 97 -2 0
76 44 -91 0
-36 16 -96 0
-24 -91 -13 0
67 78 -56 0
-67 42 10 0
91 63 66 0
100 -45 63 0
-23 6 -44 0
15 -32 51 0
-66 -84 54 0
91 73 69 0
74 2 43 0
-84 -41 8 0
90 54 95 0
-41 -37 54 0
88 -68 97 0
82 98 5 0
-18 38 97 0
18 85 -41 0
74 -32 13 0
33 -57 -87 0
64 53 -31 0
96 34 62 0
94 -53 -1 0
-68 -27 83 0
-36 94 32 0
-48 87 46 0
-94 -54 34 0
-2 91 94 0
20 27 -3 0
55 95 -100 0
47 44 -68 0
2 80 12 0
21 72 -59 0
84 -35 -18 0
-65 68 -94 0
-43 -98 100 0
87 45 -48 0
-17 -30 -4 0
-28 -35 -4 0
-85 -52 55 0
95 45 77 0
-50 78 18 0
-88 74 -68 0
-62 -7 88 0
2 79 13 0
-77 -62 71 0
10 -49 -62 0
62 -17 77 0
-97 19 -64 0
56 1 -27 0
-74 -14 -28 0
-76 -27 65 0
-42 62 -37 0
-6 72 -75 0
41 52 35 0
90 -19 -40 0
-59 39 48 0
49 -16 -56 0
42 -31 -27 0
-85 17 -91 0
-28 -38 -79 0
-12 -13 -20 0
45 -28 32 0
-96 44 61 0
20 34 4 0
97 51 57 0
-57 99 23 0
-62 -23 45 0
52 32 16 0
40 -50 13 0
51 94 -32 0
-100 -81 -73 0
86 35 25 0
-49 43 -87 0
32 56 70 0
-21 -15 38 0
-31 -37 -12 0
-76 44 -5 0
-90 -94 67 0
99 83 62 0
-84 63 -38 0
13 -15 -12 0
5 44 -78 0
52 42 69 0
85 15 -13 0
100 -23 -25 0
84 65 -10 0
-97 83 46 0
66 -52 65 0
-51 100 -15 0
43 32 19 0
-76 67 -18 0
-41 48 66 0
-34 1 46 0
12 85 -68 0
21 -99 30 0
-1 35 -56 0
-75 68 -86 0
-56 -62 25 0
32 67 55 0
49 -85 21 0
17 -61 -38 0
35 9 36 0
17 28 -24 0
62 48 100 0
-31 93 92 0
89 -54 93 0
-72 43 -66 0
-52 -46 95 0
95 -98 -40 0
11 -96 -61 0
34 49 -78 0
-28 17 -7 0
-87 83 15 0
-30 -45 -38 0
60 -49 22 0
-99 26 -11 0
48 -32 -31 0
46 95 33 0
-66 -63 39 0
-66 -5 -9 0
-81 -60 41 0
-19 -90 24 0
84 -69 92 0
-92 10 12 0
-98 24 -31 0
55 31 -81 0
21 14 27 0
72 -95 11 0
-75 42 -11 0
42 -60 -36 0
29 -69 -8 0
-49 9 -94 0
-70 -71 -44 0
-68 2 75 0
-6 -55 56 0
83 -30 49 0
-33 -40 -53 0
-18 17 -32 0
70 -20 16 0
-98 -20 77 0
-12 -17 24 0
13 46 -48 0
88 87 -63 0
78 -12 -81 0
100 -57 73 0
77 28 76 0
58 -25 -33 0
95 19 -43 0
-67 39 -31 0
15 39 -16 0
71 -42 98 0
-79 100 99 0
35 -27 -71 0
16 -42 -51 0
12 -93 36 0
-77 50 -20 0
28 -43 73 0
34 -14 49 0
36 1 65 0
-97 -60 68 0
90 -4 83 0
81 -91 -9 0
78 2 -81 0
8 -51 3 0
33 -2 26 0
-46 -23 49 0
98 57 36 0
-79 40 -52 0
95 -28 -2 0
-16 -77 56 0
-91 17 -86 0
-82 47 -58 0
-53 8 -61 0
92 98 65 0
-36 44 -8 0
55 -49 -20 0
2 -72 -96 0
86 -94 -31 0
71 -50 18 0
15 -42 88 0
47 3 46 0
-67 75 99 0
-42 64 -14 0
40 -57 19 0
-76 30 -56 0
-43 29 77 0
22 -56 3 0
86 47 -100 0
-45 -20 87 0
-16 -75 46 0
-8 -30 -93 0
23 36 -71 0
-22 -51 94 0
53 -87 -39 0
67 32 -86 0
-11 -99 14 0
-73 -98 65 0
30 -39 -3 0
-41 -6 -61 0
48 11 4 0
-70 -84 -47 0
-71 -37 19 0
-14 -92 83 0
86 54 3 0
-59 -14 35 0
-85 36 -22 0
-18 -14 13 0
36 46 -17 0
75 -12 13 0
60 86 -94 0
-51 -49 39 0
-30 -6 -12 0
60 67 49 0
98 99 26 0
9 89 68 0
-57 -22 23 0
98 36 -7 0
67 -25 -91 0
-95 -6 96 0
35 -3 -75 0
46 92 -9 0
35 -46 -47 0
46 -78 91 0
87 44 -33 0
10 30 -83 0
43 7 62 0
47 29 10 0
39 -77 3 0
-60 19 -37 0
-29 -44 -18 0
54 70 88 0
47 -12 87 0
69 -62 -74 0
81 -8 31 0
83 -22 -28 0
-61 -13 -66 0
63 -81 7 0
-80 -40 -14 0
-68 -72 -14 0
46 -98 72 0
