c instance by G2
c solution = 0000010111001110011101111101111010001010111010111001111111000101111011110011000101100011110100001001
c Known solution cost is 2547 
p cnf 100 200
w 63 62 27 48 10 48 69 51 29 49 83 39 66 46 67 23 73 49 50 45 98 44 26 18 35 21 16 48 17 69 15 31 31 93 78 92 40 98 43 20 47 77 10 64 22 77 87 95 25 88 91 74 84 68 43 18 41 58 17 57 26 31 87 8 23 16 52 15 13 46 34 59 22 96 23 44 72 61 90 48 48 32 73 31 99 15 100 39 72 16 47 49 98 85 9 21 100 12 87 13
6 -71 16 0
-99 26 -11 0
-62 -60 -67 0
-10 9 60 0
-29 -44 -18 0
2 -23 -86 0
1 70 27 0
-59 4 7 0
45 -76 70 0
79 -49 -98 0
43 32 19 0
77 46 58 0
-66 -84 54 0
83 -30 49 0
-68 2 75 0
40 -50 13 0
69 5 -56 0
-73 -98 65 0
57 27 99 0
-87 18 81 0
-56 23 -70 0
92 12 -87 0
-11 -69 46 0
95 19 -43 0
90 54 95 0
-36 16 -96 0
14 -55 -15 0
-18 78 29 0
63 -81 7 0
-15 73 41 0
-20 -66 48 0
-42 -20 30 0
6 51 -65 0
-73 -49 2 0
34 49 -78 0
-4 36 -61 0
19 78 21 0
-95 -9 98 0
54 61 -47 0
30 -39 -3 0
-67 75 99 0
42 95 38 0
17 63 97 0
-14 -32 51 0
-58 -23 55 0
-61 70 99 0
7 17 -2 0
16 6 50 0
69 95 86 0
2 8 -43 0
49 -16 -56 0
95 86 66 0
-28 -1 17 0
-88 -97 62 0
-49 9 -94 0
86 -94 -31 0
-6 -53 10 0
28 -43 73 0
-100 -81 -73 0
-31 -25 76 0
46 -98 72 0
-71 4 -7 0
-47 -27 12 0
-41 48 66 0
-53 8 -61 0
-12 -43 -72 0
93 -65 97 0
-8 18 86 0
46 -50 -48 0
19 29 40 0
80 62 71 0
-91 17 -86 0
-24 74 -96 0
-47 45 96 0
-27 -43 -61 0
-67 39 -31 0
-75 42 -11 0
95 -98 -40 0
-25 -26 75 0
-63 95 -57 0
62 48 100 0
62 71 10 0
56 60 63 0
-21 -15 38 0
-26 5 25 0
-30 29 -54 0
3 -30 -74 0
12 -77 -43 0
90 -85 9 0
100 -23 -25 0
-15 63 56 0
-17 -82 -72 0
-52 65 46 0
-19 -90 24 0
10 30 -83 0
-28 -35 -4 0
-51 100 -15 0
85 47 -92 0
-85 -82 -24 0
-99 -74 -30 0
35 98 47 0
17 -55 -79 0
72 -95 11 0
71 -83 -75 0
45 -28 32 0
-92 -74 -39 0
99 83 62 0
-43 -18 26 0
74 8 61 0
11 96 -68 0
78 2 -81 0
55 31 -81 0
25 -33 96 0
-59 39 48 0
-2 91 94 0
8 -51 3 0
4 -76 -81 0
75 -57 1 0
95 -5 -33 0
-61 -85 68 0
68 96 -3 0
100 -57 73 0
62 -17 77 0
33 44 32 0
4 80 -23 0
99 -33 -35 0
-57 99 23 0
-13 -34 21 0
-42 -61 -10 0
-89 72 4 0
-72 -92 20 0
-76 -27 65 0
90 -19 -40 0
67 32 -86 0
-40 -71 -42 0
60 67 49 0
-5 4 -43 0
15 -42 88 0
-99 98 -20 0
-45 -20 87 0
91 89 81 0
-44 -37 -56 0
-33 -19 -16 0
37 -10 -43 0
-67 16 88 0
13 -15 -12 0
-90 -100 49 0
43 -67 16 0
-88 4 13 0
-13 75 -59 0
-66 -98 77 0
83 80 -79 0
51 52 12 0
-18 -14 13 0
88 87 -63 0
27 -46 86 0
-84 63 -38 0
-97 83 46 0
6 99 -26 0
-7 97 -2 0
-97 19 -64 0
40 -57 19 0
44 -32 -8 0
64 27 87 0
-14 -92 83 0
1 8 77 0
-72 43 -66 0
51 94 -32 0
-69 63 -51 0
-84 7 -39 0
87 -37 93 0
-22 64 -23 0
-45 -10 -93 0
3 -64 22 0
-85 36 -22 0
-91 -52 -22 0
78 12 39 0
53 7 -24 0
-92 90 -82 0
60 86 -94 0
-41 78 67 0
82 -97 -72 0
71 -50 18 0
53 74 19 0
27 -92 24 0
98 -78 -100 0
-36 -10 -70 0
15 40 -25 0
-21 -49 98 0
-4 -71 -54 0
31 1 36 0
-9 100 -89 0
41 52 35 0
-75 83 -19 0
-29 -38 77 0
-94 -55 17 0
88 -68 97 0
86 47 -100 0
28 -70 -29 0
80 52 -34 0
