c instance by G2
c solution = 0101010000001000101101011101000010111010000101111000101101001110100101101100011000010100111000110101
c Known solution cost is 2155 
p cnf 100 500
w 66 81 21 53 86 19 46 90 13 87 48 83 77 92 41 26 86 76 19 57 11 83 16 4 25 26 76 65 85 9 96 51 41 68 3 78 39 100 68 51 39 15 85 15 58 26 40 44 53 11 52 16 93 67 19 69 44 94 85 29 55 33 31 47 100 33 25 38 85 92 41 23 58 25 37 16 2 29 11 55 39 14 70 83 80 40 51 76 33 88 4 87 20 34 34 71 18 10 61 2
45 50 -40 0
-63 65 81 0
99 -97 -13 0
-27 5 -75 0
33 22 -37 0
-9 -70 -41 0
-45 15 -25 0
-66 2 -72 0
-36 -65 -67 0
83 80 26 0
44 -96 -62 0
84 30 -59 0
-88 69 27 0
-31 30 -89 0
1 -18 85 0
2 -100 -73 0
-30 38 -39 0
1 47 -2 0
98 25 -4 0
11 -1 -17 0
8 -40 -74 0
95 -91 -89 0
38 -68 -30 0
-59 28 -54 0
-45 -67 -28 0
2 -89 69 0
-47 65 74 0
-4 -8 -44 0
-5 -17 39 0
-14 -62 -91 0
-11 -62 68 0
-100 -6 46 0
19 100 -92 0
-8 -98 43 0
-70 75 -38 0
-42 -48 76 0
-67 78 7 0
72 97 -69 0
-43 -20 -60 0
-46 19 100 0
-67 -84 23 0
-60 -98 -78 0
-45 -74 2 0
55 -16 6 0
68 -6 25 0
-13 4 41 0
-42 -72 -65 0
35 89 9 0
-86 7 36 0
21 2 -87 0
-31 -4 -67 0
50 -29 -63 0
-92 31 43 0
31 30 86 0
25 -24 -83 0
-51 -19 -44 0
-80 54 -96 0
-21 -37 -41 0
76 -80 69 0
-47 4 -92 0
-84 66 -77 0
-88 62 81 0
80 47 61 0
51 -43 16 0
24 -95 29 0
-100 6 -79 0
-83 -34 68 0
-33 -85 -64 0
-100 68 80 0
8 38 -82 0
65 54 95 0
-74 -59 38 0
13 77 -78 0
-42 19 -87 0
-42 80 -75 0
15 -55 74 0
-53 -26 -92 0
-46 -59 -86 0
51 -53 91 0
93 84 -3 0
-18 -2 32 0
49 51 77 0
-15 -16 -31 0
-60 69 96 0
-27 -92 -85 0
10 61 -95 0
-36 86 -26 0
33 24 -60 0
-50 -28 62 0
-67 12 -11 0
7 13 -88 0
32 -65 25 0
79 87 -62 0
-93 -24 -95 0
-66 -97 67 0
55 -33 85 0
21 72 84 0
30 -94 51 0
42 99 -27 0
-19 -40 -31 0
-15 1 87 0
6 15 85 0
16 -27 78 0
48 97 12 0
75 -66 32 0
-36 -71 -9 0
88 91 -23 0
18 -61 -43 0
-76 29 -70 0
-83 42 34 0
-57 -90 63 0
-49 36 -79 0
21 -1 67 0
17 21 82 0
-77 -28 15 0
38 56 -46 0
-2 14 -92 0
-78 -77 87 0
-35 90 88 0
79 -56 49 0
-26 94 -64 0
-80 -17 -73 0
-55 19 -92 0
-36 63 -24 0
97 -72 -53 0
84 -78 -71 0
-48 -27 -34 0
4 -30 26 0
69 -12 6 0
34 97 -77 0
14 -9 -90 0
-52 -11 21 0
-44 -93 -55 0
-61 10 -32 0
-72 -59 -23 0
22 90 -91 0
-73 44 -29 0
88 20 -84 0
31 98 74 0
3 -82 -18 0
76 -63 26 0
-98 46 -74 0
-55 -3 -18 0
-40 32 94 0
-68 43 49 0
-16 29 -13 0
-25 -57 -74 0
-52 76 60 0
-21 -12 52 0
82 -79 -59 0
-73 -19 98 0
-88 -85 10 0
15 84 -66 0
-89 -50 -39 0
-69 98 -95 0
75 70 -2 0
-30 2 72 0
-27 30 -81 0
66 -85 72 0
-60 12 -65 0
-70 -5 -88 0
-13 -91 -83 0
-47 -26 35 0
-57 -81 30 0
-69 27 -62 0
44 68 4 0
47 100 96 0
-31 59 61 0
-38 -83 85 0
42 -72 14 0
-68 25 15 0
82 34 49 0
67 97 -77 0
77 94 78 0
63 -6 -36 0
-54 -58 6 0
-1 -16 -83 0
86 -62 52 0
-31 -46 -1 0
-12 -68 15 0
-88 -19 20 0
-95 31 71 0
20 -79 87 0
88 58 -96 0
47 18 79 0
25 99 -76 0
-30 -29 -67 0
-54 41 -47 0
-57 53 68 0
27 38 47 0
100 -86 39 0
23 38 -18 0
5 -66 27 0
5 35 -45 0
-39 70 55 0
-17 90 76 0
37 -28 22 0
13 69 45 0
-47 95 -11 0
-92 65 42 0
88 73 30 0
-77 71 13 0
66 -23 -86 0
-23 -47 -52 0
29 28 -36 0
93 48 66 0
-80 96 14 0
-75 35 12 0
-97 69 -79 0
-10 20 66 0
56 26 95 0
-2 -69 -58 0
-53 16 -66 0
-18 -87 -27 0
86 -61 -62 0
-31 85 48 0
36 -64 -71 0
63 -36 92 0
-97 -24 -83 0
-64 -21 32 0
-61 28 11 0
58 -17 71 0
-60 36 5 0
72 -82 -20 0
33 -79 -46 0
19 -80 4 0
-30 -63 -17 0
-54 10 -57 0
-87 80 -82 0
89 -48 31 0
56 80 -90 0
32 67 79 0
88 -82 96 0
58 85 76 0
-70 23 56 0
-5 -67 1 0
91 8 60 0
-47 91 -77 0
-64 -23 -22 0
-48 26 -2 0
54 -60 7 0
94 -39 -85 0
51 -38 -14 0
-14 -81 -99 0
93 76 71 0
64 47 -89 0
12 70 -56 0
79 -25 -10 0
73 60 76 0
