c instance by G2
c solution = 1010110110100100000001000100101001000011111101100100111101111110000001110001111110001111001010010011
c Known solution cost is 2591 
p cnf 100 600
w 42 94 44 42 50 67 30 20 79 18 63 30 79 62 90 83 31 63 35 20 26 25 46 57 51 6 70 34 50 11 7 91 56 50 85 6 68 14 77 47 31 39 76 62 100 65 44 82 80 30 2 57 55 99 65 57 57 35 91 6 97 97 96 52 98 80 57 65 46 33 63 76 24 39 89 23 55 33 5 86 62 58 42 68 8 59 25 64 45 67 21 41 63 17 92 12 48 1 76 93
93 80 37 0
-37 -41 90 0
-25 57 -95 0
73 -63 91 0
18 -37 52 0
-1 -51 35 0
83 -64 59 0
-33 75 -34 0
11 84 -95 0
-65 73 -34 0
-53 -32 -1 0
-26 23 -97 0
-4 88 80 0
90 -84 1 0
48 -53 26 0
62 41 45 0
-19 -76 -26 0
12 100 43 0
-81 -45 -87 0
92 -2 28 0
-87 -39 40 0
-41 -83 -65 0
-53 71 -61 0
69 -73 72 0
31 100 35 0
-53 76 -88 0
86 -59 44 0
-84 64 -4 0
-32 -69 70 0
45 -62 22 0
-57 -85 -58 0
51 -62 -82 0
-38 -96 57 0
-33 -40 -50 0
58 15 -45 0
-20 -78 65 0
-74 -35 69 0
-56 -82 -80 0
48 -46 -52 0
44 -43 -60 0
34 23 1 0
-48 98 60 0
-22 5 -13 0
-49 -67 47 0
-64 8 -99 0
-69 -95 -93 0
-96 77 33 0
90 39 63 0
72 -50 10 0
50 33 67 0
-61 -70 56 0
32 80 15 0
-16 -4 -1 0
77 75 80 0
9 -41 -86 0
-20 28 57 0
-96 -63 -66 0
28 -24 -80 0
37 60 -29 0
-52 -83 -47 0
-20 -93 -34 0
-11 84 56 0
58 -29 -36 0
99 36 18 0
67 71 55 0
-7 75 4 0
76 51 -84 0
-36 -72 82 0
32 -3 -57 0
-57 69 -43 0
-95 -18 41 0
28 -39 93 0
38 97 44 0
84 93 -76 0
36 72 56 0
43 -47 -56 0
97 59 7 0
-39 29 18 0
-71 35 47 0
42 79 -37 0
32 -100 -19 0
-12 -16 -30 0
38 31 -8 0
57 51 47 0
-14 91 83 0
-40 1 53 0
-46 -41 70 0
32 -84 -5 0
49 71 -93 0
-26 -13 32 0
-40 -20 54 0
91 -7 -65 0
20 22 74 0
-64 -72 -29 0
-25 -19 -82 0
-8 -68 57 0
80 36 -3 0
49 62 92 0
41 3 4 0
-96 -40 29 0
33 -46 54 0
-7 -38 -1 0
-34 -75 66 0
-88 13 63 0
7 -56 88 0
56 -47 -71 0
-57 -48 -68 0
-24 42 -47 0
-17 60 91 0
-37 -25 -88 0
-86 20 -68 0
-53 -24 -7 0
-94 -46 -31 0
16 20 -67 0
8 -11 17 0
-4 -52 90 0
76 -37 60 0
41 -92 -27 0
-5 -18 -1 0
75 16 56 0
78 -11 68 0
-33 -51 -29 0
71 -12 -70 0
-49 11 -47 0
3 -63 48 0
10 -14 -7 0
72 40 -31 0
3 77 -25 0
50 36 -14 0
-97 68 -9 0
37 -93 -74 0
58 51 -33 0
91 77 96 0
-66 -11 84 0
-23 97 16 0
49 -90 -41 0
-16 -63 32 0
55 -6 86 0
23 33 60 0
-38 80 1 0
83 -85 -52 0
-89 19 -12 0
80 60 -29 0
16 32 -57 0
72 74 -86 0
98 -29 -95 0
-7 -39 75 0
-4 -50 26 0
65 -24 -8 0
-72 51 1 0
17 78 -93 0
44 -40 2 0
-51 -100 7 0
-5 -37 36 0
68 67 -32 0
1 -85 -47 0
-78 88 -42 0
-6 58 67 0
2 -33 -41 0
69 87 70 0
22 10 85 0
35 48 -45 0
93 -47 -67 0
-65 -59 45 0
66 97 -25 0
72 -8 19 0
91 -94 53 0
-53 2 1 0
-9 99 -90 0
-9 75 -49 0
-4 -66 -7 0
-29 -70 63 0
-54 45 85 0
-88 -50 -12 0
-88 -30 89 0
-48 -50 -97 0
-93 -17 38 0
-97 -37 41 0
99 26 -18 0
-86 30 96 0
-97 -55 -89 0
-44 32 26 0
81 94 57 0
77 11 94 0
-40 51 44 0
-22 -33 -19 0
6 54 88 0
-38 28 63 0
-73 45 -90 0
-28 6 11 0
-92 28 40 0
67 8 -29 0
61 -4 -92 0
47 90 96 0
-56 47 -41 0
-48 -79 46 0
57 31 17 0
-24 -47 -46 0
56 29 -24 0
-86 75 -7 0
-95 -20 80 0
54 66 -39 0
-36 -48 -4 0
7 80 68 0
-3 57 -15 0
49 91 -36 0
14 -53 29 0
-44 2 62 0
-23 98 17 0
-80 -7 -4 0
9 24 8 0
-9 21 -28 0
-95 94 74 0
93 23 95 0
-92 98 25 0
-92 -51 68 0
-46 -79 -24 0
-93 42 -82 0
5 32 69 0
-99 -28 -46 0
45 1 18 0
-26 -30 57 0
39 71 76 0
56 15 -98 0
-67 44 -48 0
-22 -89 29 0
-26 13 77 0
-75 32 12 0
38 27 53 0
-11 52 87 0
88 58 72 0
9 15 -57 0
29 -77 -78 0
-25 23 -2 0
22 76 44 0
-68 71 58 0
-12 83 -29 0
24 -85 11 0
-59 5 42 0
90 -93 -2 0
80 -28 -42 0
-89 72 27 0
-100 -21 -11 0
64 9 -14 0
-97 -74 92 0
-80 69 70 0
-94 44 -53 0
-80 -27 68 0
-57 -97 -78 0
50 49 -52 0
81 78 75 0
-72 -12 -42 0
33 14 68 0
-83 31 54 0
95 -35 -76 0
-31 32 53 0
11 28 -45 0
95 -3 -27 0
33 -37 47 0
13 -10 45 0
-100 60 -44 0
66 -71 -73 0
-88 32 3 0
25 -48 61 0
97 89 -64 0
-66 57 -95 0
-35 -7 -94 0
-2 -91 44 0
66 41 -60 0
-86 -47 -18 0
-75 48 88 0
-46 -28 -98 0
-97 7 14 0
-31 97 -67 0
18 11 20 0
44 -49 -97 0
-33 -42 52 0
-18 -2 -91 0
-100 -93 -66 0
-55 -13 41 0
-24 40 -56 0
-9 81 95 0
-23 79 61 0
30 52 -15 0
-37 96 48 0
73 -92 55 0
-44 -36 -94 0
