c instance by G2
c solution = 0000010111001110011101111101111010001010111010111001111111000101111011110011000101100011110100001001
c Known solution cost is 2742 
p cnf 100 450
w 2 80 73 54 9 33 43 40 99 42 85 20 4 24 37 78 94 3 95 73 47 87 37 48 14 83 64 5 80 35 18 33 15 90 87 75 75 81 67 73 22 3 45 77 26 81 6 71 36 52 43 82 38 32 81 3 14 44 7 45 31 77 77 97 66 15 71 92 95 37 65 69 39 61 45 16 93 51 86 28 2 81 61 92 12 41 46 77 37 53 21 67 81 97 63 46 64 85 38 58
90 16 -28 0
-1 38 9 0
-85 -13 67 0
-81 -39 -92 0
47 11 -75 0
53 23 -82 0
32 56 70 0
-5 4 -43 0
-27 -80 -47 0
-36 16 -96 0
9 55 37 0
30 -92 -23 0
20 41 77 0
73 -14 58 0
28 -22 49 0
100 51 50 0
-52 -7 -49 0
55 -49 -20 0
47 -65 46 0
-42 -38 84 0
78 2 -81 0
-87 -81 7 0
-26 25 -28 0
45 -28 32 0
15 -48 -8 0
-61 -13 -66 0
-20 14 81 0
93 7 -95 0
-79 -88 -52 0
-72 53 -66 0
30 64 -2 0
45 -76 70 0
100 -23 -25 0
46 99 37 0
47 29 10 0
-97 19 -64 0
55 -53 -19 0
11 39 51 0
78 -12 -81 0
65 84 3 0
-51 100 -15 0
55 31 -81 0
6 -71 16 0
48 -61 85 0
-21 -15 38 0
84 -94 -58 0
75 -57 1 0
-95 42 37 0
-98 46 84 0
42 -31 -27 0
69 95 86 0
23 36 -71 0
-28 5 57 0
-41 48 66 0
-100 1 -50 0
2 -21 59 0
-48 -65 71 0
29 -18 -99 0
5 92 -8 0
20 27 -3 0
75 -100 -33 0
-62 -7 88 0
-57 99 23 0
74 8 61 0
-49 -23 80 0
49 40 -58 0
79 25 -18 0
81 -91 -9 0
38 -57 29 0
-67 39 -31 0
-25 -49 -95 0
-51 -49 39 0
96 34 62 0
42 -60 -36 0
61 10 -25 0
6 99 -26 0
-2 91 94 0
-7 78 59 0
-91 16 27 0
48 -32 -31 0
-18 -58 57 0
-28 17 -7 0
-61 70 99 0
-23 -7 6 0
95 19 -43 0
-33 -40 -53 0
-3 31 38 0
-33 -16 -100 0
-80 -17 50 0
54 70 88 0
-66 -84 54 0
75 -12 13 0
-30 29 -54 0
52 -2 -12 0
49 -85 21 0
43 32 19 0
-100 -81 -73 0
25 -33 96 0
-14 45 -10 0
-58 -25 -84 0
-22 -51 94 0
-65 68 -94 0
-3 -18 1 0
72 -95 11 0
31 35 -69 0
62 71 10 0
32 67 55 0
-15 -67 -34 0
-84 -41 8 0
-62 71 -15 0
94 85 -68 0
-37 52 2 0
89 -54 93 0
64 27 87 0
-90 -21 -53 0
-27 -43 -61 0
67 32 -86 0
-14 7 82 0
-7 -41 -71 0
-58 -100 -32 0
51 94 -32 0
-2 72 88 0
40 -20 58 0
-48 -29 20 0
21 -99 30 0
-72 43 -66 0
47 -12 87 0
60 67 49 0
-81 -60 41 0
95 -98 -40 0
-43 -98 100 0
-88 74 -68 0
28 -43 73 0
81 -47 33 0
78 71 -89 0
77 28 76 0
70 43 4 0
43 7 62 0
-14 -32 51 0
-8 18 86 0
-55 100 -80 0
-67 42 10 0
-84 63 -38 0
44 22 58 0
99 54 -19 0
-24 -18 30 0
62 -17 77 0
-2 -54 65 0
21 72 -59 0
87 45 -48 0
-79 100 99 0
89 -41 77 0
50 13 18 0
100 -57 73 0
-90 -94 67 0
-78 -56 95 0
-68 -72 -14 0
83 80 -79 0
-88 7 28 0
-16 7 -98 0
-36 44 -8 0
-90 -28 -96 0
85 43 -24 0
-57 -22 23 0
